t,lambda_final,rho_final,c_final,cov_trace_final,m_train
2414,0.6117468008699324,1.0,0.9989149952669444,0.000542796888403216,1
2415,0.6202212577618831,0.951229424500714,0.9988997410346966,0.0005504323472727737,0
2416,0.6117448884895962,1.0,0.998926404373277,0.0005370861716592491,1
2417,0.6202166084927121,0.951229424500714,0.9989268451531146,0.0005368655449251282,0
2418,0.6117501058931708,1.0,0.998895278226045,0.0005526662144156105,1
2419,0.6202222110631128,0.951229424500714,0.9988941836478461,0.0005532141090860632,0
2420,0.6288765986926266,0.9048374180359595,0.9988923418001973,0.0005541360532604711,0
2421,0.637687711572734,0.8607079764250578,0.9988830687978727,0.0005587777173211193,0
2422,0.6466185564132125,0.8187307530779818,0.9989232185169156,0.0005386808143815389,0
2423,0.611749069266508,1.0,0.9989014624496908,0.0005495706924739091,1
2424,0.6117498135873992,1.0,0.9988970220344081,0.0005517933467191132,1
2425,0.6117489069369115,1.0,0.9989024308676852,0.0005490859512049275,1
2426,0.6202182343240039,0.951229424500714,0.9989173668294536,0.0005416098205819627,0
2427,0.6288774606375575,0.9048374180359595,0.9988874141236722,0.0005566026297238993,0
2428,0.6117526231091326,1.0,0.9988802614610853,0.0005601829572436407,1
2429,0.6202267989638336,0.951229424500714,0.9988674385322761,0.0005666016500592583,0
2430,0.628879724651219,0.9048374180359595,0.9988744710790818,0.0005630814021373748,0
2431,0.637685558000041,0.8607079764250578,0.9988951837210229,0.0005527135191874771,0
2432,0.6117493324968915,1.0,0.9988998920856884,0.0005503567385934623,1
2433,0.6202189799847941,0.951229424500714,0.9989130197950246,0.0005437856982031167,0
